time,HEADERS,yaw,pitch,roll,bal,dISTE,anglePIDOutput,leftMotorSpeed,rightMotorSpeed,LoopT,speedPIDKp,speedPIDKi,speedPIDKd,anglePIDConKp,anglePIDConKi,anglePIDConKd,anglePIDAggKp,anglePIDAggKi,anglePIDAggKd,TriggerAngleAggressive,calibratedZeroAngle,Event,FirmwareVersion,
1430920301818,T,    25.104,    -5.044,     1.392,    -0.000,     0.061,   100.000,     0.000,     0.000,6,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920302071,T,    25.105,    -5.048,     1.385,    -0.000,     0.050,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920302349,T,    25.108,    -5.049,     1.372,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920302577,T,    25.116,    -5.037,     1.380,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920302824,T,    25.114,    -5.033,     1.369,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920303074,T,    25.117,    -5.024,     1.362,    -0.000,     0.052,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920303328,T,    25.123,    -5.022,     1.364,    -0.000,     0.052,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920303578,T,    25.129,    -5.014,     1.365,    -0.000,     0.052,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920303832,T,    25.131,    -5.019,     1.374,    -0.000,     0.052,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920304088,T,    25.147,    -5.013,     1.376,    -0.000,     0.063,   100.000,     0.000,     0.000,6,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920304364,T,    25.155,    -5.006,     1.381,    -0.000,     0.053,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920304585,T,    25.157,    -5.004,     1.379,    -0.000,     0.053,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920304839,T,    25.163,    -4.992,     1.382,    -0.000,     0.053,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920305089,T,    25.163,    -5.004,     1.382,    -0.000,     0.053,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920305343,T,    25.159,    -5.002,     1.384,    -0.000,     0.053,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920305595,T,    25.174,    -4.991,     1.391,    -0.000,     0.054,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920305846,T,    25.177,    -4.998,     1.393,    -0.000,     0.064,   100.000,     0.000,     0.000,6,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920306097,T,    25.186,    -4.996,     1.391,    -0.000,     0.054,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920306376,T,    25.189,    -4.998,     1.383,    -0.000,     0.054,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920306601,T,    25.180,    -5.010,     1.378,    -0.000,     0.064,   100.000,     0.000,     0.000,6,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920306850,T,    25.178,    -5.006,     1.383,    -0.000,     0.053,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920307104,T,    25.178,    -5.004,     1.374,    -0.000,     0.054,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920307354,T,    25.179,    -5.005,     1.373,    -0.000,     0.054,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920307608,T,    25.177,    -5.008,     1.365,    -0.000,     0.054,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
