time,READ Read_LMO,READ Read_RMO,READ Read_anglePIDOutput,READ Read_APIDKp,READ Read_APIDKi,READ Read_APIDKd,READ Read_APIDAggKp,READ Read_APIDAggKi,READ Read_APIDAggKd,READ Read_SPIDKp,READ Read_SPIDKi,READ Read_SPIDKd,READ Read_Yaw,READ Read_Roll,READ Read_Pitch,READ Read_MotorsON,READ Read_LoopT,READ Read_SetsteerGain,READ Read_SetthrottleGain,READ Read_TriggerAngleAggressive,READ Read_Info,READ Read_ISTE,READ Read_BAL,READ FirmwareVersion,READ Read_calibratedZeroAngle,READ RAD,
1414695753723,1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.34,0.82,17.77,False,5,0,0,750.00,System,1.98,0.96,0.5,0.00,Read_SPIDKp,
1414695753861,1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.10,0.91,13.76,False,6,0,0,750.00,System,1.91,0.96,0.5,0.00,Read_SPIDKp,
1414695754017,-1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.98,0.99,9.89,False,5,0,0,750.00,System,0.97,0.66,0.5,0.00,Read_SPIDKp,
1414695754161,1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.96,1.05,6.96,False,6,0,0,750.00,System,0.60,0.44,0.5,0.00,Read_SPIDKp,
1414695754300,-1.00,0.00,-52.31,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.98,1.11,5.62,False,5,0,0,750.00,System,0.25,0.24,0.5,0.00,Read_SPIDKp,
1414695754561,1.00,0.00,-41.60,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.02,1.12,5.13,False,5,0,0,750.00,System,0.16,0.14,0.5,0.00,Read_SPIDKp,
1414695755063,-1.00,0.00,-37.41,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.15,1.17,5.60,False,6,0,0,750.00,System,0.16,0.10,0.5,0.00,Read_SPIDKp,
1414695755462,1.00,0.00,-40.30,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.22,1.17,6.90,False,5,0,0,750.00,System,0.16,0.09,0.5,0.00,Read_SPIDKp,
1414695755602,-1.00,0.00,-49.37,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.18,1.14,10.53,False,6,0,0,750.00,System,0.28,0.12,0.5,0.00,Read_SPIDKp,
1414695755736,1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.18,1.08,13.70,False,5,0,0,750.00,System,0.54,0.21,0.5,0.00,Read_SPIDKp,
1414695755837,-1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,0.98,15.79,False,5,0,0,750.00,System,0.92,0.37,0.5,0.00,Read_SPIDKp,
1414695755977,1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.41,0.92,16.63,False,6,0,0,750.00,System,1.48,0.60,0.5,0.00,Read_SPIDKp,
1414695756123,-1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.41,0.87,17.65,False,5,0,0,750.00,System,1.38,0.65,0.5,0.00,Read_SPIDKp,
1414695756273,-1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.45,0.84,16.75,False,5,0,0,750.00,System,1.55,0.73,0.5,0.00,Read_SPIDKp,
1414695756408,1.00,0.00,0.11,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.87,0.82,13.13,False,5,0,0,750.00,System,1.41,0.71,0.5,0.00,Read_SPIDKp,
