time,READ Read_LMO,READ Read_RMO,READ Read_anglePIDOutput,READ Read_APIDKp,READ Read_APIDKi,READ Read_APIDKd,READ Read_APIDAggKp,READ Read_APIDAggKi,READ Read_APIDAggKd,READ Read_SPIDKp,READ Read_SPIDKi,READ Read_SPIDKd,READ Read_Yaw,READ Read_Roll,READ Read_Pitch,READ Read_MotorsON,READ Read_LoopT,READ Read_SetsteerGain,READ Read_SetthrottleGain,READ Read_TriggerAngleAggressive,READ Read_Info,READ Read_ISTE,READ Read_BAL,READ FirmwareVersion,READ Read_calibratedZeroAngle,
1414860175413,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.53,1.28,-6.17,0,5,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860175565,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.54,1.29,-6.15,0,5,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860175720,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.56,1.30,-6.13,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860175874,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.54,1.27,-6.14,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860176063,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.55,1.26,-6.19,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860176179,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.56,1.28,-6.17,0,5,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860176335,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.58,1.26,-6.13,0,5,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860176486,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.57,1.25,-6.15,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860176642,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.57,1.21,-6.10,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860176794,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.56,1.22,-6.11,0,6,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414860176944,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.54,1.21,-6.10,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860177100,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.56,1.20,-6.08,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860177253,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.55,1.21,-6.06,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860177407,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.58,1.24,-6.07,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860177559,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.58,1.22,-6.06,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860178022,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.62,1.24,-6.07,0,6,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414860178174,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.62,1.21,-6.06,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860178329,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.62,1.18,-6.03,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860178481,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.61,1.14,-6.02,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860178633,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.62,1.15,-6.01,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860178860,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.63,1.17,-6.03,0,6,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414860179095,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.68,1.19,-6.04,0,6,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414860179554,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.75,1.18,-6.02,0,6,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414860179710,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.76,1.18,-6.01,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860180016,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.76,1.21,-5.99,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860180168,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.75,1.22,-5.98,0,6,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414860180324,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.75,1.19,-6.00,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860180476,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.76,1.19,-6.01,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860180626,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.78,1.19,-5.98,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860180934,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.78,1.19,-5.96,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860181089,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.78,1.21,-5.95,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860181397,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.77,1.16,-5.98,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860181548,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.77,1.16,-5.97,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860181704,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.77,1.14,-5.98,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860181856,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.79,1.13,-5.99,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860182008,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.79,1.12,-5.96,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860182162,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.80,1.14,-5.98,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860182315,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.83,1.15,-5.97,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860182470,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.81,1.13,-5.98,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860182622,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.83,1.13,-5.94,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860182929,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.84,1.12,-5.95,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860183080,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.85,1.13,-5.93,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860183388,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.89,1.12,-5.95,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860183542,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.89,1.18,-5.94,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860183741,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.91,1.16,-5.95,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860183850,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.88,1.13,-5.96,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860184001,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.89,1.12,-5.97,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860184159,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.91,1.13,-5.98,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860184309,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.92,1.14,-6.00,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860184461,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.92,1.16,-5.98,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860184616,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.91,1.18,-5.99,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860184923,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.89,1.17,-5.96,0,6,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414860185230,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.90,1.18,-5.98,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860185383,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.89,1.13,-5.97,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860185689,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.91,1.11,-5.95,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860185845,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.93,1.14,-5.93,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860186148,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.94,1.18,-5.91,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860186304,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.96,1.19,-5.92,0,5,0,0,750.00,System,0.08,0.00,0.5,180.00,
1414860186611,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.98,1.15,-5.93,0,5,0,0,750.00,System,0.08,0.00,0.5,180.00,
1414860186763,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.99,1.18,-5.94,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860186918,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.99,1.20,-5.93,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860187069,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,0.99,1.20,-5.95,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860187225,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.02,1.24,-5.92,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860187475,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.02,1.20,-5.93,0,5,0,0,750.00,System,0.08,0.00,0.5,180.00,
1414860187532,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.01,1.22,-5.92,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860187684,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.00,1.25,-5.93,0,5,0,0,750.00,System,0.08,0.00,0.5,180.00,
1414860187991,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.01,1.24,-5.96,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860188143,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.03,1.23,-5.94,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860188298,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.06,1.24,-5.95,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860188450,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.07,1.25,-5.98,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860188605,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.06,1.21,-5.97,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860188913,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.09,1.22,-6.01,0,6,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414860189064,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.11,1.21,-6.00,0,7,0,0,750.00,System,0.12,0.00,0.5,180.00,
1414860189220,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.09,1.20,-6.04,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860189527,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.06,1.21,-6.05,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414860189681,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.06,1.22,-6.06,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
