time,READ Read_LMO,READ Read_RMO,READ Read_anglePIDOutput,READ Read_APIDKp,READ Read_APIDKi,READ Read_APIDKd,READ Read_APIDAggKp,READ Read_APIDAggKi,READ Read_APIDAggKd,READ Read_SPIDKp,READ Read_SPIDKi,READ Read_SPIDKd,READ Read_Yaw,READ Read_Roll,READ Read_Pitch,READ Read_MotorsON,READ Read_LoopT,READ Read_SetsteerGain,READ Read_SetthrottleGain,READ Read_TriggerAngleAggressive,READ Read_Info,READ Read_ISTE,READ Read_BAL,READ FirmwareVersion,READ Read_calibratedZeroAngle,
1414967208548,0.00,-1.00,2.44,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,52.00,1.12,4.34,0,5,0,0,750.00,System,0.08,0.05,0.5,180.00,
1414967208697,0.00,-1.00,-11.17,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,53.25,1.04,2.56,0,6,0,0,750.00,System,0.17,0.07,0.5,180.00,
1414967208853,0.00,0.00,2.80,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,52.84,0.92,3.30,0,7,0,0,750.00,System,0.18,0.00,0.5,180.00,
1414967209007,-1.00,1.00,-1.00,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,53.72,1.02,2.99,0,6,0,0,750.00,System,0.08,0.11,0.5,180.00,
1414967209159,0.00,0.00,1.98,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,53.72,0.97,4.71,0,5,0,0,750.00,System,0.06,0.00,0.5,180.00,
1414967209314,0.00,0.00,-13.82,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,54.37,0.94,3.72,0,5,0,0,750.00,System,0.15,0.00,0.5,180.00,
1414967209471,-1.00,0.00,1.35,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,54.76,0.90,4.70,0,6,0,0,750.00,System,0.09,0.05,0.5,180.00,
1414967209626,-1.00,-1.00,-12.22,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,56.94,0.78,2.90,0,6,0,0,750.00,System,0.18,0.15,0.5,180.00,
1414967209778,0.00,0.00,6.46,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,57.22,0.74,4.73,0,6,0,0,750.00,System,0.07,0.00,0.5,180.00,
1414967209933,1.00,-1.00,-16.55,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,57.99,0.75,2.96,0,6,0,0,750.00,System,0.20,0.16,0.5,180.00,
1414967210189,-1.00,-1.00,6.40,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,57.75,0.70,4.24,0,7,0,0,750.00,System,0.08,0.11,0.5,180.00,
1414967210245,-1.00,-1.00,-11.86,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.54,0.63,2.44,0,5,0,0,750.00,System,0.14,0.13,0.5,180.00,
1414967210393,0.00,0.00,4.01,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,57.87,0.62,3.74,0,6,0,0,750.00,System,0.14,0.00,0.5,180.00,
1414967210549,0.00,0.00,-7.25,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.32,0.72,2.88,0,5,0,0,750.00,System,0.09,0.00,0.5,180.00,
1414967210695,0.00,0.00,5.94,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,57.80,0.73,5.62,0,5,0,0,750.00,System,0.04,0.00,0.5,180.00,
1414967210852,0.00,-1.00,-13.67,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.55,0.67,4.14,0,6,0,0,750.00,System,0.07,0.03,0.5,180.00,
1414967211006,0.00,-1.00,-2.48,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.69,0.82,1.78,0,6,0,0,750.00,System,0.17,0.06,0.5,180.00,
1414967211161,1.00,1.00,14.66,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.95,0.87,3.99,0,5,0,0,750.00,System,0.02,0.06,0.5,180.00,
1414967211309,0.00,0.00,-12.03,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,59.23,1.00,2.21,0,5,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414967211464,0.00,0.00,2.30,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.79,1.01,4.35,0,5,0,0,750.00,System,0.13,0.00,0.5,180.00,
1414967211621,-1.00,-1.00,-14.93,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.98,0.99,3.65,0,5,0,0,750.00,System,0.13,0.13,0.5,180.00,
1414967211769,1.00,-2.00,-5.40,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,59.30,0.89,4.82,0,5,0,0,750.00,System,0.11,0.17,0.5,180.00,
1414967211924,1.00,-2.00,-29.38,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,59.78,0.66,4.62,0,6,0,0,750.00,System,0.35,0.39,0.5,180.00,
1414967212075,0.00,-5.00,-19.53,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,59.93,0.64,4.19,0,6,0,0,750.00,System,0.29,0.70,0.5,180.00,
1414967212223,-1.00,-7.00,-52.75,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.28,0.59,-5.59,0,5,0,0,750.00,System,0.93,2.74,0.5,180.00,
1414967212374,0.00,-8.00,18.34,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,59.87,1.38,-5.78,0,5,0,0,750.00,System,0.53,2.37,0.5,180.00,
1414967212531,0.00,0.00,65.95,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.46,1.32,-0.88,0,6,0,0,750.00,System,0.00,0.00,0.5,180.00,
1414967212685,-1.00,5.00,13.99,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,61.81,1.74,2.42,0,6,0,0,750.00,System,0.01,0.28,0.5,180.00,
1414967212833,0.00,4.00,-3.15,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,62.38,1.78,0.89,0,6,0,0,750.00,System,0.02,0.10,0.5,180.00,
1414967212988,1.00,3.00,26.25,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,61.34,1.82,5.24,0,7,0,0,750.00,System,0.00,0.04,0.5,180.00,
1414967213148,-1.00,2.00,-23.82,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,61.71,1.26,2.85,0,5,0,0,750.00,System,0.16,0.16,0.5,180.00,
1414967213296,0.00,1.00,7.29,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.73,1.24,4.95,0,6,0,0,750.00,System,0.06,0.04,0.5,180.00,
1414967213447,-1.00,-1.00,-16.23,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,62.20,1.24,3.26,0,5,0,0,750.00,System,0.17,0.13,0.5,180.00,
1414967213594,0.00,-1.00,-2.15,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,61.32,1.27,2.49,0,6,0,0,750.00,System,0.21,0.09,0.5,180.00,
1414967213751,0.00,0.00,-1.04,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.86,1.20,2.58,0,6,0,0,750.00,System,0.12,0.00,0.5,180.00,
1414967213897,-1.00,1.00,6.45,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,61.24,1.09,5.33,0,5,0,0,750.00,System,0.03,0.07,0.5,180.00,
1414967214054,0.00,0.00,-8.96,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,62.29,0.98,4.34,0,7,0,0,750.00,System,0.04,0.00,0.5,180.00,
1414967214205,0.00,0.00,-4.67,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,61.28,1.11,3.77,0,5,0,0,750.00,System,0.12,0.00,0.5,180.00,
1414967214356,0.00,0.00,-5.53,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.94,1.04,3.83,0,6,0,0,750.00,System,0.17,0.00,0.5,180.00,
1414967214504,0.00,0.00,-5.02,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.85,1.05,3.70,0,5,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414967214659,0.00,-1.00,-5.94,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.44,1.08,3.78,0,5,0,0,750.00,System,0.11,0.06,0.5,180.00,
1414967214815,0.00,0.00,-4.30,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.42,1.11,3.88,0,6,0,0,750.00,System,0.11,0.00,0.5,180.00,
1414967214971,0.00,0.00,-5.68,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.42,1.12,4.30,0,6,0,0,750.00,System,0.12,0.00,0.5,180.00,
1414967215128,0.00,0.00,-9.16,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.30,1.18,5.11,0,6,0,0,750.00,System,0.15,0.00,0.5,180.00,
1414967215274,0.00,0.00,-13.50,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.38,1.11,3.79,0,6,0,0,750.00,System,0.21,0.00,0.5,180.00,
1414967215431,0.00,0.00,-3.82,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.45,1.31,2.58,0,6,0,0,750.00,System,0.19,0.00,0.5,180.00,
1414967215770,0.00,0.00,4.98,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.58,1.40,4.10,0,6,0,0,750.00,System,0.05,0.00,0.5,180.00,
1414967215797,0.00,-1.00,-10.99,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.95,1.34,2.71,0,6,0,0,750.00,System,0.13,0.06,0.5,180.00,
1414967215894,1.00,0.00,1.62,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.49,1.26,3.96,0,7,0,0,750.00,System,0.16,0.07,0.5,180.00,
1414967216036,1.00,0.00,-10.93,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,61.27,1.12,2.40,0,6,0,0,750.00,System,0.14,0.07,0.5,180.00,
1414967216188,0.00,1.00,0.63,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.28,1.13,3.82,0,7,0,0,750.00,System,0.17,0.08,0.5,180.00,
1414967216344,1.00,0.00,-12.89,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.94,1.00,2.13,0,6,0,0,750.00,System,0.17,0.08,0.5,180.00,
1414967216498,0.00,1.00,8.87,546.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,59.57,1.20,4.78,0,5,0,0,750.00,System,0.03,0.04,0.5,180.00,
1414967216721,-1.00,-1.00,-18.17,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,60.35,1.09,3.06,0,5,0,0,750.00,System,0.16,0.13,0.5,180.00,
1414967216860,1.00,-28.00,-16.04,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,59.36,1.15,-5.25,0,122,0,0,750.00,System,4.45,40.61,0.5,180.00,
1414967217011,-1.00,-7.00,-40.41,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,57.40,1.61,-13.79,0,6,0,0,750.00,System,0.12,4.59,0.5,180.00,
1414967217163,1.00,-4.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,54.27,1.04,-7.28,0,6,0,0,750.00,System,0.08,1.21,0.5,180.00,
1414967217310,0.00,2.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,56.38,1.42,-18.77,0,6,0,0,750.00,System,1.00,0.80,0.5,180.00,
1414967217462,1.00,-5.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,53.17,1.62,-14.88,0,7,0,0,750.00,System,0.29,1.46,0.5,180.00,
1414967217613,0.00,5.00,83.52,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,53.68,1.75,-5.39,0,6,0,0,750.00,System,2.38,4.15,0.5,180.00,
1414967217761,1.00,8.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.13,1.67,-13.77,0,6,0,0,750.00,System,2.98,11.14,0.5,180.00,
1414967217913,-1.00,-1.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.25,1.85,-7.50,0,5,0,0,750.00,System,0.25,1.10,0.5,180.00,
1414967218064,-1.00,2.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,58.27,2.42,-16.84,0,6,0,0,750.00,System,1.36,1.89,0.5,180.00,
1414967218216,1.00,-5.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,55.53,2.83,-12.96,0,5,0,0,750.00,System,0.11,1.65,0.5,180.00,
1414967218371,0.00,3.00,22.35,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,54.01,2.49,-9.77,0,5,0,0,750.00,System,1.33,1.54,0.5,180.00,
1414967218518,0.00,4.00,71.67,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,53.87,2.14,-2.52,0,5,0,0,750.00,System,0.39,1.27,0.5,180.00,
1414967218671,0.00,8.00,96.60,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,53.47,3.52,10.21,0,5,0,0,750.00,System,0.94,3.29,0.5,180.00,
1414967218821,1.00,13.00,23.77,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,51.51,2.70,20.50,0,5,0,0,750.00,System,0.35,3.72,0.5,180.00,
1414967218969,0.00,7.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,48.27,1.48,12.00,0,5,0,0,750.00,System,0.03,0.77,0.5,180.00,
1414967219127,0.00,-1.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,48.06,1.39,22.74,0,6,0,0,750.00,System,2.17,0.71,0.5,180.00,
1414967219270,-1.00,5.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,46.39,1.55,14.36,0,6,0,0,750.00,System,0.95,3.39,0.5,180.00,
1414967219430,-1.00,-2.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,46.87,1.80,24.61,0,6,0,0,750.00,System,3.03,3.46,0.5,180.00,
1414967219574,-1.00,3.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,44.59,1.74,15.46,0,6,0,0,750.00,System,3.37,5.93,0.5,180.00,
1414967219782,1.00,-2.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,46.21,1.58,25.71,0,6,0,0,750.00,System,3.32,4.77,0.5,180.00,
1414967219881,0.00,5.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,42.58,-0.30,17.53,0,6,0,0,750.00,System,1.45,5.28,0.5,180.00,
1414967220025,-1.00,-2.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,43.87,0.32,28.65,0,6,0,0,750.00,System,3.75,4.68,0.5,180.00,
1414967220177,0.00,4.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,40.01,-0.05,20.35,0,6,0,0,750.00,System,1.97,4.82,0.5,180.00,
1414967220332,0.00,-1.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,42.28,-0.08,29.69,0,6,0,0,750.00,System,4.69,1.91,0.5,180.00,
1414967220481,0.00,3.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,38.34,-0.08,19.71,0,6,0,0,750.00,System,2.25,4.28,0.5,180.00,
1414967220636,0.00,-2.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,41.03,0.74,29.16,0,6,0,0,750.00,System,4.91,4.12,0.5,180.00,
1414967220784,0.00,3.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,36.12,2.15,21.60,0,6,0,0,750.00,System,4.90,6.91,0.5,180.00,
1414967220934,-1.00,-1.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,39.06,1.92,31.45,0,6,0,0,750.00,System,5.48,5.14,0.5,180.00,
1414967221085,-1.00,2.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,34.16,2.45,23.28,0,5,0,0,750.00,System,2.34,5.12,0.5,180.00,
1414967221233,-1.00,0.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,37.60,2.93,32.41,0,5,0,0,750.00,System,4.98,2.19,0.5,180.00,
1414967221389,0.00,3.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,33.90,2.09,24.11,0,7,0,0,750.00,System,3.46,5.72,0.5,180.00,
1414967221541,1.00,0.00,-82.80,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,38.15,1.72,18.56,0,6,0,0,750.00,System,3.62,1.85,0.5,180.00,
1414967221697,0.00,-2.00,39.68,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,41.74,1.92,25.12,0,6,0,0,750.00,System,5.07,4.54,0.5,180.00,
1414967221844,0.00,0.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,41.32,1.72,17.07,0,5,0,0,750.00,System,3.34,0.00,0.5,180.00,
1414967221995,0.00,-1.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,43.66,1.85,29.32,0,5,0,0,750.00,System,3.33,1.76,0.5,180.00,
1414967222148,1.00,4.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,39.91,2.24,21.74,0,6,0,0,750.00,System,2.15,6.68,0.5,180.00,
1414967222295,0.00,-1.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,41.18,2.52,30.60,0,5,0,0,750.00,System,3.91,1.72,0.5,180.00,
1414967222445,0.00,3.00,-100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,36.32,1.57,22.61,0,5,0,0,750.00,System,2.20,4.01,0.5,180.00,
1414967222598,-1.00,0.00,100.00,790.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,39.66,1.37,31.80,0,6,0,0,750.00,System,5.51,2.21,0.5,180.00,
1414967222815,1.00,2.00,-100.00,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,34.33,1.81,24.98,0,5,0,0,750.00,System,2.30,4.67,0.5,180.00,
1414967222958,-1.00,-83.00,-100.00,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,37.55,1.86,2.59,0,122,0,0,750.00,System,126.28,3327.80,0.5,180.00,
1414967223110,0.00,-12.00,100.00,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,45.37,0.28,10.79,0,5,0,0,750.00,System,3.10,193.07,0.5,180.00,
1414967223261,1.00,2.00,-100.00,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,47.67,0.48,0.80,0,6,0,0,750.00,System,0.04,18.48,0.5,180.00,
1414967223412,1.00,-6.00,-4.30,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,44.65,0.76,-4.78,0,6,0,0,750.00,System,0.94,18.50,0.5,180.00,
1414967223560,-1.00,-2.00,22.43,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,43.43,0.39,-2.11,0,5,0,0,750.00,System,0.13,3.15,0.5,180.00,
1414967223715,0.00,2.00,26.09,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,44.32,0.66,2.81,0,6,0,0,750.00,System,0.07,0.84,0.5,180.00,
1414967223867,1.00,3.00,-12.58,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,45.34,0.34,0.74,0,6,0,0,750.00,System,0.07,0.73,0.5,180.00,
1414967224019,1.00,2.00,20.10,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,43.91,0.67,4.28,0,6,0,0,750.00,System,0.00,0.21,0.5,180.00,
1414967224177,0.00,0.00,-0.81,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,44.03,-0.16,3.73,0,5,0,0,750.00,System,0.00,0.00,0.5,180.00,
1414967224327,0.00,-1.00,-6.62,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,43.75,-0.08,3.29,0,6,0,0,750.00,System,0.13,0.05,0.5,180.00,
1414967224477,-1.00,-1.00,-3.34,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,44.17,-0.05,2.61,0,5,0,0,750.00,System,0.08,0.09,0.5,180.00,
1414967224633,1.00,0.00,-6.34,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,45.33,0.05,1.42,0,7,0,0,750.00,System,0.17,0.07,0.5,180.00,
1414967224781,0.00,1.00,12.79,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,46.52,0.05,4.30,0,5,0,0,750.00,System,0.01,0.03,0.5,180.00,
1414967224936,0.00,0.00,-4.84,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,48.39,0.33,4.57,0,6,0,0,750.00,System,0.01,0.00,0.5,180.00,
1414967225084,-1.00,-1.00,-13.24,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,49.48,0.48,3.22,0,6,0,0,750.00,System,0.19,0.13,0.5,180.00,
1414967225239,-1.00,-1.00,-13.33,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,50.27,0.41,2.53,0,5,0,0,750.00,System,0.21,0.18,0.5,180.00,
1414967225395,0.00,-2.00,-1.53,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,51.26,0.36,2.41,0,5,0,0,750.00,System,0.07,0.11,0.5,180.00,
1414967225543,0.00,-3.00,-4.23,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,52.85,0.43,1.92,0,5,0,0,750.00,System,0.08,0.14,0.5,180.00,
1414967225698,0.00,-3.00,-22.01,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,54.07,0.54,0.42,0,6,0,0,750.00,System,0.32,0.35,0.5,180.00,
1414967225851,-1.00,-5.00,10.89,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,54.39,0.36,4.85,0,5,0,0,750.00,System,0.02,0.31,0.5,180.00,
1414967226005,0.00,-3.00,-38.16,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,55.49,0.68,-1.10,0,6,0,0,750.00,System,0.18,0.23,0.5,180.00,
1414967226155,1.00,-2.00,34.52,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,55.19,1.13,3.76,0,6,0,0,750.00,System,0.00,0.09,0.5,180.00,
1414967226308,0.00,0.00,-14.98,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,55.42,0.92,1.93,0,5,0,0,750.00,System,0.01,0.00,0.5,180.00,
1414967226464,0.00,-1.00,9.08,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,55.20,0.96,3.46,0,6,0,0,750.00,System,0.04,0.02,0.5,180.00,
1414967226611,0.00,0.00,-11.14,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,56.13,0.95,1.96,0,5,0,0,750.00,System,0.10,0.00,0.5,180.00,
1414967226767,0.00,0.00,-0.58,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,55.34,0.99,1.07,0,6,0,0,750.00,System,0.14,0.00,0.5,180.00,
1414967226919,-1.00,1.00,18.17,641.00,195.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,55.35,0.85,4.99,0,5,0,0,750.00,System,0.00,0.04,0.5,180.00,
1414967227136,0.00,0.00,-6.68,641.00,212.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,56.63,0.89,3.92,0,5,0,0,750.00,System,0.00,0.00,0.5,180.00,
1414967227274,0.00,-6.00,-30.09,641.00,212.00,36.00,1477.50,9.00,413.25,4155.00,997.50,17.25,56.27,0.77,-9.85,0,121,0,0,750.00,System,4.97,9.24,0.5,180.00,
