time,HEADERS,yaw,pitch,roll,bal,dISTE,anglePIDOutput,leftMotorSpeed,rightMotorSpeed,LoopT,speedPIDKp,speedPIDKi,speedPIDKd,anglePIDConKp,anglePIDConKi,anglePIDConKd,anglePIDAggKp,anglePIDAggKi,anglePIDAggKd,TriggerAngleAggressive,calibratedZeroAngle,Event,FirmwareVersion,
1430920868403,T,     1.324,    -4.995,     1.403,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920868657,T,     1.326,    -5.001,     1.401,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920868907,T,     1.321,    -5.000,     1.398,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920869162,T,     1.333,    -4.999,     1.392,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920881289,T,     1.359,    -4.988,     1.331,    -0.000,     0.057,   100.000,     0.000,     0.000,6,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920881543,T,     1.352,    -5.007,     1.349,    -0.000,     0.048,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920881797,T,     1.361,    -5.037,     1.339,    -0.000,     0.059,   100.000,     0.000,     0.000,6,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920882051,T,     1.366,    -5.053,     1.338,    -0.000,     0.050,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920882301,T,     1.376,    -5.063,     1.341,    -0.000,     0.050,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920882555,T,     1.376,    -5.084,     1.351,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920882809,T,     1.386,    -5.089,     1.360,    -0.000,     0.061,   100.000,     0.000,     0.000,6,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
1430920883059,T,     1.389,    -5.102,     1.368,    -0.000,     0.051,   100.000,     0.000,     0.000,5,3854,1374,24,480,221,47,1070,250,551,350,180,Swarn ready,0.9
