time,�!Ƅ1!!%�!15�1�5��!!�%!Ƅ1%!%%!Ƅ1!!%5�1�5��!!�$%焱%!��1!!%%!Ƅ1!!%�!15�1�5��!!�$%焱%!Ƅ1!!%%!Ƅ1!!%�!15�1�5��!!�$%΄����!1!!%%!Ƅ1!!%�!15�1�5��!!�HEADERS,yaw,pitch,roll,bal,dISTE,anglePIDOutput,leftMotorSpeed,rightMotorSpeed,LoopT,speedPIDKp,speedPIDKi,speedPIDKd,anglePIDConKp,anglePIDConKi,anglePIDConKd,anglePIDAggKp,anglePIDAggKi,anglePIDAggKd,TriggerAngleAggressive,calibratedZeroAngle,FirmwareVersion,
1416150971853,T,    73.552,     1.619,     0.946,     0.089,     0.115,    -9.150,     0.000,     2.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150971911,T,    73.610,     1.377,     0.913,     0.334,     0.125,    -6.674,    -4.000,     2.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150972047,T,    73.696,     0.477,     0.918,     0.068,     0.005,    22.761,     0.000,     3.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150972203,T,    74.162,     1.507,     0.893,     0.147,     0.067,    20.584,    -4.000,     1.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150972353,T,    73.817,     0.697,     0.884,     0.032,     0.015,    23.437,     0.000,     2.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150972509,T,    73.423,     2.057,     0.864,     0.317,     0.186,    -7.517,    -4.000,     1.000,7,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150972660,T,    72.466,     0.607,     0.907,     0.100,     0.003,    26.773,     0.000,     4.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150972817,T,    71.657,     3.084,     0.779,     0.109,     0.039,     6.306,     0.000,     5.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150972968,T,    70.697,     4.669,     0.752,     0.091,     0.267,    -9.695,     0.000,    -1.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150973124,T,    70.388,     3.981,     0.811,     0.347,     0.262,   -18.989,     0.000,    -3.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150973275,T,    70.096,     2.930,     0.879,     0.794,     0.371,   -21.532,     0.000,    -5.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150973431,T,    69.464,    -0.385,     0.916,     1.106,     0.201,    -0.105,     0.000,    -9.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150973582,T,    69.037,    -2.224,     0.916,     0.047,     0.000,    23.771,     0.000,    -1.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150973738,T,    69.512,     0.919,     0.888,     0.049,     0.021,     5.644,     0.000,     2.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150973889,T,    69.889,     2.711,     0.839,     0.066,     0.183,   -10.971,     0.000,    -1.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150974042,T,    69.556,     1.872,     0.865,     1.400,     0.485,   -25.008,    -4.000,    -4.000,7,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150974197,T,    69.080,     0.454,     0.929,     0.079,     0.038,     6.552,     0.000,    -1.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150974348,T,    69.489,     1.303,     0.830,     1.125,     0.358,   -22.182,    -4.000,    -4.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150974500,T,    69.201,     0.187,     0.864,    -0.000,     0.039,     3.330,     0.000,     0.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150974655,T,    69.380,     1.372,     0.795,     0.058,     0.107,     0.434,     0.000,    -1.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150974807,T,    68.759,     0.903,     0.812,     0.057,     0.113,     1.247,     0.000,    -1.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150974963,T,    68.750,     0.925,     0.693,    -0.000,     0.056,     2.729,     0.000,     0.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150975114,T,    68.364,     0.721,     0.701,    -0.000,     0.047,     7.259,     0.000,     0.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150975269,T,    68.455,     1.447,     0.664,     0.146,     0.082,    -4.776,    -4.000,     0.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150975421,T,    68.326,     0.793,     0.552,     0.028,     0.046,     5.544,     0.000,     1.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150975573,T,    68.559,     1.275,     0.447,     0.042,     0.102,     7.753,     0.000,     1.000,7,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150975790,T,    68.451,     0.405,     0.588,     0.030,     0.045,     7.801,     0.000,     1.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150975899,T,    68.766,     0.628,     0.535,     0.041,     0.007,    18.282,     0.000,     3.000,5,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150976059,T,    69.701,     1.178,     0.524,     0.081,     0.049,    21.197,    -2.000,     2.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150976187,T,    70.085,     0.826,     0.527,     0.040,     0.007,    20.208,     0.000,     4.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150976342,T,    70.084,     0.764,     0.669,     0.023,     0.024,    29.510,     0.000,     2.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
1416150976497,T,    69.817,     0.884,     0.701,     0.027,     0.003,    22.974,     0.000,     5.000,6,5540,1330,23,728,260,48,1970,12,551,750,180,0.9
