time,READ Read_LMO,READ Read_RMO,READ Read_anglePIDOutput,READ Read_APIDKp,READ Read_APIDKi,READ Read_APIDKd,READ Read_APIDAggKp,READ Read_APIDAggKi,READ Read_APIDAggKd,READ Read_SPIDKp,READ Read_SPIDKi,READ Read_SPIDKd,READ Read_Yaw,READ Read_Roll,READ Read_Pitch,READ Read_MotorsON,READ Read_LoopT,READ Read_SetsteerGain,READ Read_SetthrottleGain,READ Read_TriggerAngleAggressive,READ Read_Info,READ Read_ISTE,READ Read_BAL,READ FirmwareVersion,READ Read_calibratedZeroAngle,READ�connection estabilished,
1414860406099,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.03,1.44,-7.89,0,6,0,0,750.00,System,0.22,0.00,0.5,180.00,
1414860406143,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.03,1.44,-7.88,0,6,0,0,750.00,System,0.22,0.00,0.5,180.00,
1414860406282,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.03,1.44,-7.85,0,6,0,0,750.00,System,0.22,0.00,0.5,180.00,
1414860406437,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.05,1.47,-7.81,0,6,0,0,750.00,System,0.22,0.00,0.5,180.00,
1414860406589,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.05,1.44,-7.79,0,6,0,0,750.00,System,0.22,0.00,0.5,180.00,
1414860406745,0.00,0.00,100.00,728.00,260.00,48.00,1970.00,12.75,551.00,5540.00,1330.00,23.00,1.07,1.43,-7.76,0,5,0,0,750.00,System,0.18,0.00,0.5,180.00,
1414860472922,0.00,0.00,24.89,750.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.33,1.24,-7.00,0,315,0,0,750.00,System,3.44,0.00,0.5,180.00,
1414860473031,0.00,0.00,24.89,750.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.33,1.24,-6.83,0,315,0,0,750.00,System,8.52,0.00,0.5,180.00,
1414860473179,0.00,0.00,25.99,750.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.50,1.36,-6.84,0,5,0,0,750.00,System,0.13,0.00,0.5,180.00,
1414860473331,0.00,0.00,28.28,750.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.51,1.36,-6.85,0,5,0,0,750.00,System,0.13,0.00,0.5,180.00,
1414860473482,0.00,0.00,29.61,750.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.51,1.35,-6.87,0,5,0,0,750.00,System,0.13,0.00,0.5,180.00,
1414860473790,0.00,0.00,30.19,750.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.53,1.34,-6.90,0,5,0,0,750.00,System,0.13,0.00,0.5,180.00,
1414860473940,0.00,0.00,30.27,750.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.54,1.31,-6.92,0,5,0,0,750.00,System,0.13,0.00,0.5,180.00,
1414860474093,0.00,0.00,29.95,750.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.56,1.29,-6.90,0,6,0,0,750.00,System,0.16,0.00,0.5,180.00,
1414860475997,0.00,0.00,30.92,0.00,260.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.55,1.25,-6.94,0,7,0,0,750.00,System,0.18,0.00,0.5,180.00,
1414860477947,0.00,0.00,30.23,0.00,100.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.56,1.25,-6.90,0,119,0,0,750.00,System,3.09,0.00,0.5,180.00,
1414860478051,0.00,0.00,43.44,0.00,100.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.69,1.29,-6.92,0,1912,0,0,750.00,System,50.47,0.00,0.5,180.00,
1414860478059,0.00,0.00,20.67,0.00,100.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.91,1.30,-6.94,0,789,0,0,750.00,System,20.48,0.00,0.5,180.00,
1414860478070,0.00,0.00,34.67,0.00,100.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.94,1.26,-6.93,0,6,0,0,750.00,System,0.16,0.00,0.5,180.00,
1414860478090,0.00,0.00,42.70,0.00,100.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.96,1.26,-6.92,0,126,0,0,750.00,System,3.33,0.00,0.5,180.00,
1414860478099,0.00,0.00,29.11,0.00,100.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,5.97,1.28,-6.94,0,6,0,0,750.00,System,0.16,0.00,0.5,180.00,
1414860479050,0.00,0.00,31.70,0.00,900.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,6.01,1.28,-6.97,0,5,0,0,750.00,System,0.13,0.00,0.5,180.00,
1414860479067,0.00,0.00,49.05,0.00,900.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,6.03,1.23,-6.98,0,126,0,0,750.00,System,3.38,0.00,0.5,180.00,
1414860481593,0.00,0.00,31.11,0.00,2000.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,6.08,1.19,-7.02,0,768,0,0,750.00,System,20.56,0.00,0.5,180.00,
1414860481601,0.00,0.00,31.05,0.00,2000.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,6.07,1.18,-7.47,0,227,0,0,750.00,System,6.08,0.00,0.5,180.00,
1414860481613,0.00,0.00,100.00,0.00,2000.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,6.07,0.83,-7.42,0,5,0,0,750.00,System,0.16,0.00,0.5,180.00,
1414860481622,0.00,0.00,53.46,0.00,2000.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,6.09,0.88,-7.29,0,121,0,0,750.00,System,3.90,0.00,0.5,180.00,
1414860481631,0.00,0.00,21.76,0.00,2000.00,48.00,19.00,12.75,551.00,5540.00,1330.00,23.00,6.12,0.99,-7.24,0,5,0,0,750.00,System,0.15,0.00,0.5,180.00,
1414860485353,0.00,0.00,24.37,0.00,0.00,11.00,19.00,12.75,551.00,5540.00,1330.00,23.00,6.15,1.06,-7.22,0,5,0,0,750.00,System,0.15,0.00,0.5,180.00,
