time,READ Read_LMO,READ Read_RMO,READ Read_anglePIDOutput,READ Read_APIDKp,READ Read_APIDKi,READ Read_APIDKd,READ Read_APIDAggKp,READ Read_APIDAggKi,READ Read_APIDAggKd,READ Read_SPIDKp,READ Read_SPIDKi,READ Read_SPIDKd,READ Read_Yaw,READ Read_Roll,READ Read_Pitch,READ Read_MotorsON,READ Read_LoopT,READ Read_SetsteerGain,READ Read_SetthrottleGain,READ Read_TriggerAngleAggressive,READ Read_Info,READ Read_ISTE,READ Read_BAL,READ Read_calibratedZeroAngle,
1414325550659,,,-7.34,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.59,0.74,0.99,False,9,0,0,750.00,System,0.13,0.07,180.00,
1414325550797,,,1.74,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.93,0.81,2.02,False,6,0,0,750.00,System,0.04,0.04,180.00,
1414325550963,,,1.92,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.55,0.85,2.49,False,6,0,0,750.00,System,0.12,0.18,180.00,
1414325551133,,,-5.71,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.69,0.79,-1.37,False,5,0,0,750.00,System,0.13,0.19,180.00,
1414325551276,,,47.34,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.85,0.74,1.17,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325551449,,,14.74,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.15,0.41,2.22,False,6,0,0,750.00,System,0.06,0.09,180.00,
1414325551588,,,11.75,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.16,0.48,3.04,False,7,0,0,750.00,System,0.14,0.07,180.00,
1414325551743,,,10.27,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.56,0.41,2.48,False,6,0,0,750.00,System,0.10,0.14,180.00,
1414325551898,,,46.77,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.88,0.50,3.14,False,7,0,0,750.00,System,0.31,0.15,180.00,
1414325552068,,,-2.43,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.21,0.57,2.60,False,7,0,0,750.00,System,0.20,0.10,180.00,
1414325552218,,,-11.61,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.07,0.64,1.54,False,5,0,0,750.00,System,0.11,0.11,180.00,
1414325552371,,,0.61,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.88,0.81,1.11,False,5,0,0,750.00,System,0.01,0.01,180.00,
1414325552530,,,23.19,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.67,0.86,1.53,False,7,0,0,750.00,System,0.09,0.09,180.00,
1414325552684,,,15.33,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.76,0.90,1.52,False,5,0,0,750.00,System,0.08,0.08,180.00,
1414325552834,,,24.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.60,0.62,3.60,False,6,0,0,750.00,System,0.06,0.09,180.00,
1414325553009,,,-2.18,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.44,0.75,3.02,False,7,0,0,750.00,System,0.15,0.15,180.00,
1414325553180,,,-6.57,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.53,0.76,1.58,False,5,0,0,750.00,System,0.09,0.09,180.00,
1414325553328,,,-19.50,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.83,0.52,-0.08,False,5,0,0,750.00,System,0.05,0.05,180.00,
1414325553483,,,11.96,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.05,0.65,3.22,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325553648,,,-17.81,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.14,0.57,2.05,False,6,0,0,750.00,System,0.25,0.38,180.00,
1414325553803,,,-20.61,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.08,0.69,1.16,False,6,0,0,750.00,System,0.32,0.97,180.00,
1414325553979,,,-32.91,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.06,0.95,-0.06,False,5,0,0,750.00,System,0.14,0.27,180.00,
1414325554119,,,-24.11,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.51,0.87,-3.46,False,6,0,0,750.00,System,0.16,0.63,180.00,
1414325554278,,,24.12,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.07,1.35,0.54,False,6,0,0,750.00,System,0.07,0.04,180.00,
1414325554447,,,7.67,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.43,1.23,2.79,False,6,0,0,750.00,System,0.01,0.01,180.00,
1414325554623,,,-23.81,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.28,1.24,1.76,False,5,0,0,750.00,System,0.26,0.53,180.00,
1414325554761,,,-36.86,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.29,1.19,-0.33,False,6,0,0,750.00,System,0.21,0.82,180.00,
1414325554946,,,-22.36,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.06,1.47,-3.35,False,6,0,0,750.00,System,0.20,1.01,180.00,
1414325555081,,,19.61,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.62,1.78,3.36,False,5,0,0,750.00,System,0.00,0.00,180.00,
1414325555239,,,-51.54,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.65,1.71,-0.09,False,6,0,0,750.00,System,0.61,2.14,180.00,
1414325555429,,,-54.98,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.17,1.61,-3.70,False,13,0,0,750.00,System,1.22,13.97,180.00,
1414325555564,,,19.16,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.00,1.82,0.32,False,7,0,0,750.00,System,0.01,0.01,180.00,
1414325555720,,,-7.85,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.14,1.76,-1.86,False,6,0,0,750.00,System,0.15,0.38,180.00,
1414325555879,,,14.29,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.60,1.83,-0.56,False,6,0,0,750.00,System,0.01,0.02,180.00,
1414325556035,,,18.22,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.33,1.72,0.56,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325556199,,,-4.74,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.14,1.94,-0.01,False,5,0,0,750.00,System,0.09,0.05,180.00,
1414325556355,,,2.52,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.29,1.98,0.27,False,6,0,0,750.00,System,0.01,0.02,180.00,
1414325556527,,,27.93,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.28,1.78,1.55,False,6,0,0,750.00,System,0.01,0.01,180.00,
1414325556690,,,10.45,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-13.67,1.77,1.96,False,6,0,0,750.00,System,0.07,0.13,180.00,
1414325556864,,,4.44,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.17,1.52,3.78,False,6,0,0,750.00,System,0.08,0.11,180.00,
1414325557034,,,-11.33,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.44,1.25,-0.02,False,5,0,0,750.00,System,0.23,0.35,180.00,
1414325557174,,,11.19,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.13,1.08,1.51,False,6,0,0,750.00,System,0.03,0.01,180.00,
1414325557337,,,10.21,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-14.94,0.89,2.64,False,6,0,0,750.00,System,0.03,0.05,180.00,
1414325557485,,,-21.15,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.12,0.96,0.94,False,5,0,0,750.00,System,0.15,0.15,180.00,
1414325557645,,,10.53,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-15.37,0.93,-0.19,False,7,0,0,750.00,System,0.00,0.01,180.00,
1414325557818,,,44.75,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-16.12,0.91,1.10,False,5,0,0,750.00,System,0.01,0.02,180.00,
1414325557960,,,40.58,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-16.84,1.31,4.54,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325558121,,,5.03,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-17.13,1.59,3.54,False,6,0,0,750.00,System,0.14,0.34,180.00,
1414325558313,,,-0.86,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-17.48,1.80,0.85,False,6,0,0,750.00,System,0.19,0.10,180.00,
1414325558448,,,8.76,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-17.24,1.76,1.53,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325558600,,,26.70,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-17.43,1.44,3.19,False,5,0,0,750.00,System,0.03,0.05,180.00,
1414325558825,,,8.44,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-17.51,1.49,5.97,False,6,0,0,750.00,System,0.02,0.07,180.00,
1414325558961,,,-24.36,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-17.90,1.69,0.80,False,5,0,0,750.00,System,0.36,0.36,180.00,
1414325559152,,,-1.50,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-19.07,1.87,2.13,False,5,0,0,750.00,System,0.04,0.02,180.00,
1414325559292,,,-13.47,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-18.91,1.78,2.82,False,5,0,0,750.00,System,0.03,0.05,180.00,
1414325559444,,,0.48,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-19.31,1.99,5.61,False,41,0,0,750.00,System,0.12,1.41,180.00,
1414325559607,,,-52.43,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-19.27,1.75,2.86,False,5,0,0,750.00,System,0.48,0.96,180.00,
1414325559754,,,-45.25,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-19.83,1.40,0.88,False,5,0,0,750.00,System,0.53,2.39,180.00,
1414325559915,,,-33.41,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-20.49,1.63,1.76,False,5,0,0,750.00,System,0.05,0.12,180.00,
1414325560073,,,-48.02,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-20.69,1.73,1.32,False,6,0,0,750.00,System,0.24,0.83,180.00,
1414325560250,,,-45.77,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-20.16,1.74,1.25,False,5,0,0,750.00,System,0.19,0.74,180.00,
1414325560393,,,-52.23,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-19.85,1.57,-2.16,False,6,0,0,750.00,System,0.26,1.02,180.00,
1414325560570,,,-5.04,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-20.19,1.37,-4.42,False,6,0,0,750.00,System,0.04,0.20,180.00,
1414325560704,,,49.74,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-20.14,1.59,3.79,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325560859,,,-43.35,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-19.98,1.47,0.51,False,6,0,0,750.00,System,0.23,0.69,180.00,
1414325561033,,,-51.42,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-20.29,1.21,-2.33,False,6,0,0,750.00,System,0.87,6.06,180.00,
1414325561175,,,-18.43,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-20.37,1.50,-3.16,False,5,0,0,750.00,System,0.01,0.01,180.00,
1414325561353,,,5.84,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-21.17,1.05,-0.53,False,5,0,0,750.00,System,0.00,0.00,180.00,
1414325561528,,,-6.89,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-21.81,1.01,-1.87,False,5,0,0,750.00,System,0.08,0.21,180.00,
1414325561682,,,8.83,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-23.15,0.97,0.36,False,5,0,0,750.00,System,0.00,0.00,180.00,
1414325561835,,,-11.39,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-24.21,1.09,-0.67,False,6,0,0,750.00,System,0.16,0.32,180.00,
1414325561993,,,12.83,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-24.80,1.34,-0.51,False,5,0,0,750.00,System,0.00,0.00,180.00,
1414325562150,,,16.05,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-25.30,1.46,0.31,False,5,0,0,750.00,System,0.03,0.03,180.00,
1414325562303,,,29.81,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-25.06,1.55,1.92,False,6,0,0,750.00,System,0.01,0.01,180.00,
1414325562453,,,18.68,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-25.44,1.41,3.11,False,6,0,0,750.00,System,0.03,0.06,180.00,
1414325562609,,,4.11,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-26.47,1.22,1.41,False,6,0,0,750.00,System,0.15,0.08,180.00,
1414325562769,,,9.38,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-26.32,1.34,0.91,False,5,0,0,750.00,System,0.12,0.06,180.00,
1414325562957,,,18.64,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-26.10,1.21,1.27,False,6,0,0,750.00,System,0.04,0.06,180.00,
1414325563105,,,12.89,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-25.70,1.02,1.23,False,5,0,0,750.00,System,0.04,0.06,180.00,
1414325563253,,,18.30,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-25.49,1.05,0.76,False,6,0,0,750.00,System,0.04,0.04,180.00,
1414325563405,,,25.58,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-25.28,1.08,3.09,False,6,0,0,750.00,System,0.03,0.07,180.00,
1414325563560,,,-20.46,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-25.13,0.80,1.83,False,6,0,0,750.00,System,0.10,0.15,180.00,
1414325563751,,,10.03,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-25.74,0.89,2.52,False,5,0,0,750.00,System,0.01,0.01,180.00,
1414325563891,,,3.32,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-26.73,0.94,1.31,False,5,0,0,750.00,System,0.07,0.04,180.00,
1414325564047,,,60.37,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-26.78,0.81,0.98,False,5,0,0,750.00,System,0.09,0.09,180.00,
1414325564211,,,33.76,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-26.97,0.72,2.16,False,5,0,0,750.00,System,0.03,0.04,180.00,
1414325564445,,,17.29,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-26.94,0.57,2.55,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325564523,,,14.12,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-27.76,0.81,3.40,False,5,0,0,750.00,System,0.06,0.15,180.00,
1414325564686,,,7.14,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-28.59,0.72,5.38,False,5,0,0,750.00,System,0.02,0.08,180.00,
1414325564837,,,1.37,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-29.57,0.33,4.10,False,6,0,0,750.00,System,0.09,0.31,180.00,
1414325565014,,,5.44,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-30.77,0.53,3.51,False,6,0,0,750.00,System,0.28,0.28,180.00,
1414325565166,,,-15.24,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-30.80,0.64,0.47,False,5,0,0,750.00,System,0.14,0.14,180.00,
1414325565333,,,35.60,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-32.04,0.72,2.73,False,6,0,0,750.00,System,0.02,0.07,180.00,
1414325565505,,,12.47,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-33.19,0.32,5.73,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325565680,,,2.96,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-34.23,0.25,5.39,False,6,0,0,750.00,System,0.34,0.50,180.00,
1414325565816,,,-31.97,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-35.85,0.22,-5.29,False,6,0,0,750.00,System,0.22,0.11,180.00,
1414325565972,,,75.04,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-37.54,-0.07,-0.25,False,6,0,0,750.00,System,0.29,0.87,180.00,
1414325566145,,,71.92,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-38.57,-0.51,4.42,False,5,0,0,750.00,System,0.40,3.01,180.00,
1414325566283,,,30.61,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-39.44,-0.97,4.67,False,6,0,0,750.00,System,0.09,0.32,180.00,
1414325566459,,,24.66,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-40.40,-0.91,4.68,False,5,0,0,750.00,System,0.26,0.51,180.00,
1414325566603,,,7.43,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-40.76,-0.64,5.10,False,5,0,0,750.00,System,0.02,0.09,180.00,
1414325566762,,,11.08,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-40.99,-1.14,4.06,False,5,0,0,750.00,System,0.27,0.55,180.00,
1414325566920,,,22.16,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-41.04,-1.04,5.52,False,5,0,0,750.00,System,0.09,0.28,180.00,
1414325567078,,,-17.97,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-41.32,-1.06,3.34,False,5,0,0,750.00,System,0.34,0.17,180.00,
1414325567235,,,-13.15,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-42.16,-0.89,2.10,False,5,0,0,750.00,System,0.18,0.18,180.00,
1414325567415,,,-1.26,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-42.73,-0.76,2.46,False,6,0,0,750.00,System,0.08,0.11,180.00,
1414325567558,,,1.91,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-43.66,-0.77,5.81,False,6,0,0,750.00,System,0.02,0.06,180.00,
1414325567709,,,-31.33,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-44.32,-0.17,3.88,False,6,0,0,750.00,System,0.48,0.72,180.00,
1414325567859,,,-25.80,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-44.42,-0.14,1.21,False,5,0,0,750.00,System,0.25,0.49,180.00,
1414325568043,,,-3.60,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.11,-0.10,0.26,False,6,0,0,750.00,System,0.15,0.30,180.00,
1414325568180,,,10.09,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.39,-0.08,4.43,False,6,0,0,750.00,System,0.04,0.02,180.00,
1414325568331,,,-40.46,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-44.94,-0.03,1.46,False,5,0,0,750.00,System,0.46,1.15,180.00,
1414325568515,,,-27.21,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.29,-0.03,-2.21,False,6,0,0,750.00,System,0.36,1.25,180.00,
1414325568650,,,30.20,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.31,0.17,1.97,False,6,0,0,750.00,System,0.00,0.00,180.00,
1414325568836,,,-2.96,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-44.40,0.13,1.83,False,5,0,0,750.00,System,0.12,0.18,180.00,
1414325568979,,,-10.04,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-43.78,0.11,0.38,False,6,0,0,750.00,System,0.08,0.11,180.00,
1414325569129,,,-9.58,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-43.89,0.41,0.86,False,5,0,0,750.00,System,0.00,0.00,180.00,
1414325569285,,,-31.49,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-44.46,0.29,2.01,False,7,0,0,750.00,System,0.03,0.04,180.00,
1414325569479,,,-14.47,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.00,0.01,1.11,False,6,0,0,750.00,System,0.02,0.01,180.00,
1414325569613,,,1.03,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-46.01,0.07,3.26,False,5,0,0,750.00,System,0.11,0.22,180.00,
1414325569783,,,-45.86,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-46.09,-0.27,-0.33,False,6,0,0,750.00,System,0.64,1.61,180.00,
1414325569957,,,-1.35,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-46.16,-0.22,-0.32,False,7,0,0,750.00,System,0.09,0.30,180.00,
1414325570102,,,-21.70,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-46.02,-0.09,-1.89,False,5,0,0,750.00,System,0.02,0.03,180.00,
1414325570254,,,15.57,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-46.02,0.47,1.98,False,6,0,0,750.00,System,0.01,0.00,180.00,
1414325570461,,,-41.17,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.43,0.38,-0.42,False,6,0,0,750.00,System,0.17,0.34,180.00,
1414325570604,,,-3.40,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.57,0.61,-2.93,False,7,0,0,750.00,System,0.19,0.68,180.00,
1414325570763,,,19.65,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.83,0.38,1.08,False,5,0,0,750.00,System,0.02,0.02,180.00,
1414325570915,,,-1.74,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.53,0.41,2.08,False,6,0,0,750.00,System,0.04,0.02,180.00,
1414325571076,,,-25.37,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.87,0.35,0.30,False,6,0,0,750.00,System,0.10,0.14,180.00,
1414325571301,,,16.08,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.73,0.32,2.17,False,5,0,0,750.00,System,0.03,0.01,180.00,
1414325571437,,,-7.98,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-45.50,0.30,-0.47,False,5,0,0,750.00,System,0.09,0.19,180.00,
1414325571616,,,7.82,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-46.44,0.25,1.30,False,6,0,0,750.00,System,0.03,0.01,180.00,
1414325571768,,,2.37,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-46.29,0.36,2.95,False,6,0,0,750.00,System,0.22,0.33,180.00,
1414325571935,,,-41.63,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-46.70,0.19,0.51,False,6,0,0,750.00,System,0.59,1.46,180.00,
1414325572075,,,-27.38,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-47.00,0.48,-2.86,False,5,0,0,750.00,System,0.09,0.22,180.00,
1414325572256,,,11.45,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,-47.26,0.42,-0.52,False,5,0,0,750.00,System,0.00,0.00,180.00,
