time,READ Read_LMO,READ Read_RMO,READ Read_anglePIDOutput,READ Read_APIDKp,READ Read_APIDKi,READ Read_APIDKd,READ Read_APIDAggKp,READ Read_APIDAggKi,READ Read_APIDAggKd,READ Read_SPIDKp,READ Read_SPIDKi,READ Read_SPIDKd,READ Read_Yaw,READ Read_Roll,READ Read_Pitch,READ Read_MotorsON,READ Read_LoopT,READ Read_SetsteerGain,READ Read_SetthrottleGain,READ Read_TriggerAngleAggressive,READ Read_Info,READ Read_ISTE,READ Read_BAL,READ Read_calibratedZeroAngle,
1414323625948,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.44,1.45,-7.00,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323626087,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.49,1.45,-7.02,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323626253,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.55,1.45,-7.04,False,6,0,0,750.00,System,0.13,0.07,180.00,
1414323626407,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.59,1.45,-7.05,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323626557,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.64,1.45,-7.04,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323626718,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.68,1.44,-7.05,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323626867,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.73,1.45,-7.06,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323627191,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.83,1.45,-7.05,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323627343,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.87,1.45,-7.06,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323627679,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,38.96,1.45,-7.08,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323627968,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.05,1.41,-7.07,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323628444,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.20,1.41,-7.06,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323628607,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.24,1.42,-7.07,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323629101,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.38,1.42,-7.03,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323629302,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.43,1.43,-7.01,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323629471,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.48,1.44,-7.02,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323629650,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.53,1.46,-7.03,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323629807,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.59,1.46,-7.04,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323629981,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.64,1.46,-7.02,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323630205,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.67,1.45,-7.03,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323630567,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.80,1.50,-7.04,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323630750,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.83,1.49,-7.03,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323630890,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.90,1.47,-7.04,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323631213,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,39.98,1.45,-7.05,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323631569,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.07,1.44,-7.04,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323632025,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.24,1.47,-7.05,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323632369,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.34,1.46,-7.06,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323633130,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.53,1.44,-7.05,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323633311,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.57,1.44,-7.06,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323633872,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.69,1.45,-7.08,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323634179,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.82,1.48,-7.06,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323634334,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.86,1.49,-7.05,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323634518,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,40.91,1.49,-7.04,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323634809,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.02,1.49,-7.03,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323634981,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.06,1.47,-7.04,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323635137,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.11,1.48,-7.05,False,6,0,0,750.00,System,0.13,0.07,180.00,
1414323635467,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.20,1.47,-7.03,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323635604,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.26,1.48,-7.04,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323635755,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.30,1.48,-7.05,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323635909,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.34,1.46,-7.03,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323636271,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.44,1.46,-7.02,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323636430,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.47,1.46,-7.03,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323636914,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.62,1.48,-7.04,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323637083,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.65,1.47,-7.05,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323637407,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.73,1.46,-7.04,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323637558,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.77,1.46,-7.02,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323638089,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,41.91,1.47,-7.01,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323638419,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.03,1.48,-7.02,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323638556,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.08,1.46,-7.01,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323638873,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.15,1.46,-7.03,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323639024,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.20,1.47,-7.02,False,6,0,0,750.00,System,0.13,0.07,180.00,
1414323639205,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.24,1.48,-7.01,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323639355,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.29,1.47,-7.02,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323639664,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.38,1.48,-7.04,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323640130,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.54,1.46,-7.03,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323640358,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.58,1.47,-7.02,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323640494,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.62,1.47,-7.04,False,6,0,0,750.00,System,0.13,0.07,180.00,
1414323640806,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.72,1.46,-7.03,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323641117,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.81,1.45,-7.05,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323641305,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.87,1.45,-7.04,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323641440,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,42.91,1.45,-7.03,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323641756,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.04,1.46,-7.04,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323642068,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.12,1.45,-7.03,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323642382,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.21,1.46,-7.04,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323642535,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.26,1.44,-7.05,False,7,0,0,750.00,System,0.23,0.12,180.00,
1414323642693,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.31,1.45,-7.04,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323642854,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.36,1.44,-7.02,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323643009,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.39,1.44,-7.04,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323643164,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.43,1.45,-7.05,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323643340,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.47,1.46,-7.04,False,6,0,0,750.00,System,0.13,0.07,180.00,
1414323644267,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.70,1.45,-7.05,False,6,0,0,750.00,System,0.13,0.07,180.00,
1414323644418,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.78,1.45,-7.04,False,6,0,0,750.00,System,0.13,0.07,180.00,
1414323644751,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.86,1.45,-7.03,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323644920,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.91,1.45,-7.02,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323645093,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,43.96,1.46,-7.03,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323645246,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.02,1.47,-7.02,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323645413,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.06,1.45,-7.03,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323645905,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.22,1.49,-7.01,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323646562,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.42,1.52,-7.00,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323646732,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.46,1.52,-7.02,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323646900,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.49,1.52,-7.03,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323647057,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.53,1.52,-7.02,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323647244,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.56,1.52,-7.03,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323647382,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.60,1.52,-7.04,False,5,0,0,750.00,System,0.11,0.05,180.00,
1414323647715,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.68,1.49,-7.05,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323648006,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.76,1.47,-7.06,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323648184,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.81,1.47,-7.07,False,8,0,0,750.00,System,0.18,0.09,180.00,
1414323648354,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.85,1.47,-7.06,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323648502,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.89,1.45,-7.07,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323648821,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,44.99,1.46,-7.05,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323649448,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,45.17,1.46,-7.04,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323649857,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,45.26,1.47,-7.06,False,5,0,0,750.00,System,0.17,0.08,180.00,
1414323650492,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,45.42,1.48,-7.05,False,5,0,0,750.00,System,0.11,0.06,180.00,
1414323650635,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,45.46,1.48,-7.06,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323650789,-1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,45.50,1.47,-7.08,False,6,0,0,750.00,System,0.20,0.10,180.00,
1414323650950,1.00,0.00,100.00,868.00,395.00,34.00,1970.00,16.00,551.00,5668.00,0.00,50.00,45.55,1.48,-7.07,False,6,0,0,750.00,System,0.13,0.07,180.00,
